company_id,year,horizon_years,pat_cagr_value,pat_cagr_flag
TVSMOTOR,Mar 2020,3,8.33,NORMAL
TVSMOTOR,Mar 2020,5,14.55,NORMAL
TVSMOTOR,Mar 2021,3,-2.94,DECLINE
TVSMOTOR,Mar 2021,5,7.22,NORMAL
TVSMOTOR,Mar 2022,3,0.28,NORMAL
TVSMOTOR,Mar 2022,5,7.51,NORMAL
TVSMOTOR,Mar 2023,3,26.48,NORMAL
TVSMOTOR,Mar 2023,5,14.5,NORMAL
TVSMOTOR,Mar 2023,10,20.79,NORMAL
TVSMOTOR,Mar 2024,3,43.03,NORMAL
TVSMOTOR,Mar 2024,5,19.67,NORMAL
TVSMOTOR,Mar 2024,10,25.27,NORMAL
ULTRACEMCO,Mar 2016,3,-2.65,DECLINE
ULTRACEMCO,Mar 2017,3,7.04,NORMAL
ULTRACEMCO,Mar 2018,3,1.9,NORMAL
ULTRACEMCO,Mar 2018,5,-3.72,DECLINE
ULTRACEMCO,Mar 2019,3,-1.09,DECLINE
ULTRACEMCO,Mar 2019,5,1.64,NORMAL
ULTRACEMCO,Mar 2020,3,28.44,NORMAL
ULTRACEMCO,Mar 2020,5,22.3,NORMAL
ULTRACEMCO,Mar 2021,3,34.92,NORMAL
ULTRACEMCO,Mar 2021,5,17.11,NORMAL
ULTRACEMCO,Mar 2022,3,45.11,NORMAL
ULTRACEMCO,Mar 2022,5,22.0,NORMAL
ULTRACEMCO,Mar 2023,3,-4.1,DECLINE
ULTRACEMCO,Mar 2023,5,17.93,NORMAL
ULTRACEMCO,Mar 2023,10,6.56,NORMAL
ULTRACEMCO,Mar 2024,3,8.64,NORMAL
ULTRACEMCO,Mar 2024,5,23.89,NORMAL
ULTRACEMCO,Mar 2024,10,12.21,NORMAL
UNIONBANK,Mar 2016,3,-14.38,DECLINE
UNIONBANK,Mar 2017,3,-30.23,DECLINE
UNIONBANK,Mar 2018,3,,DECLINE_TO_LOSS
UNIONBANK,Mar 2018,5,,DECLINE_TO_LOSS
UNIONBANK,Mar 2019,3,,DECLINE_TO_LOSS
UNIONBANK,Mar 2019,5,,DECLINE_TO_LOSS
UNIONBANK,Mar 2020,3,,DECLINE_TO_LOSS
UNIONBANK,Mar 2020,5,,DECLINE_TO_LOSS
UNIONBANK,Mar 2021,3,,TURNAROUND
UNIONBANK,Mar 2021,5,16.28,NORMAL
UNIONBANK,Mar 2022,3,,TURNAROUND
UNIONBANK,Mar 2022,5,55.83,NORMAL
UNIONBANK,Mar 2023,3,,TURNAROUND
UNIONBANK,Mar 2023,5,,TURNAROUND
UNIONBANK,Mar 2023,10,14.77,NORMAL
UNIONBANK,Mar 2024,3,68.91,NORMAL
UNIONBANK,Mar 2024,5,,TURNAROUND
UNIONBANK,Mar 2024,10,23.39,NORMAL
UNITDSPR,Mar 2016,3,,TURNAROUND
UNITDSPR,Mar 2017,3,,TURNAROUND
UNITDSPR,Mar 2018,3,,TURNAROUND
UNITDSPR,Mar 2018,5,,TURNAROUND
UNITDSPR,Mar 2019,3,68.49,NORMAL
UNITDSPR,Mar 2019,5,,TURNAROUND
UNITDSPR,Mar 2020,3,88.31,NORMAL
UNITDSPR,Mar 2020,5,,TURNAROUND
UNITDSPR,Mar 2021,3,-17.81,DECLINE
UNITDSPR,Mar 2021,5,20.41,NORMAL
UNITDSPR,Mar 2022,3,5.84,NORMAL
UNITDSPR,Mar 2022,5,54.21,NORMAL
UNITDSPR,Mar 2023,3,21.94,NORMAL
UNITDSPR,Mar 2023,5,11.55,NORMAL
UNITDSPR,Mar 2023,10,,TURNAROUND
UNITDSPR,Mar 2024,3,57.26,NORMAL
UNITDSPR,Mar 2024,5,15.53,NORMAL
UNITDSPR,Mar 2024,10,,TURNAROUND
VBL,Dec 2015,3,65.34,NORMAL
VBL,Dec 2016,3,,TURNAROUND
VBL,Dec 2017,3,,TURNAROUND
VBL,Dec 2017,5,53.64,NORMAL
VBL,Dec 2018,3,38.47,NORMAL
VBL,Dec 2018,5,,TURNAROUND
VBL,Dec 2019,3,114.24,NORMAL
VBL,Dec 2019,5,,TURNAROUND
VBL,Dec 2020,3,18.6,NORMAL
VBL,Dec 2020,5,25.87,NORMAL
VBL,Dec 2021,3,35.48,NORMAL
VBL,Dec 2021,5,73.1,NORMAL
VBL,Dec 2022,3,48.64,NORMAL
VBL,Dec 2022,5,48.59,NORMAL
VBL,Dec 2022,10,51.09,NORMAL
VBL,Dec 2023,3,80.57,NORMAL
VBL,Dec 2023,5,47.61,NORMAL
VBL,Dec 2023,10,,TURNAROUND
VEDL,Mar 2016,3,,DECLINE_TO_LOSS
VEDL,Mar 2017,3,-0.31,DECLINE
VEDL,Mar 2018,3,,TURNAROUND
VEDL,Mar 2018,5,43.12,NORMAL
VEDL,Mar 2019,3,,TURNAROUND
VEDL,Mar 2019,5,-3.22,DECLINE
VEDL,Mar 2020,3,,DECLINE_TO_LOSS
VEDL,Mar 2020,5,,BOTH_NEGATIVE
VEDL,Mar 2021,3,3.16,NORMAL
VEDL,Mar 2021,5,,TURNAROUND
VEDL,Mar 2022,3,34.72,NORMAL
VEDL,Mar 2022,5,15.94,NORMAL
VEDL,Mar 2023,3,,TURNAROUND
VEDL,Mar 2023,5,1.16,NORMAL
VEDL,Mar 2023,10,20.32,NORMAL
VEDL,Mar 2024,3,-20.55,DECLINE
VEDL,Mar 2024,5,-4.91,DECLINE
VEDL,Mar 2024,10,-4.07,DECLINE
WIPRO,Mar 2016,3,13.16,NORMAL
WIPRO,Mar 2017,3,2.15,NORMAL
WIPRO,Mar 2018,3,-2.8,DECLINE
WIPRO,Mar 2018,5,5.3,NORMAL
WIPRO,Mar 2019,3,0.23,NORMAL
WIPRO,Mar 2019,5,2.45,NORMAL
WIPRO,Mar 2020,3,4.68,NORMAL
WIPRO,Mar 2020,5,2.32,NORMAL
WIPRO,Mar 2021,3,10.74,NORMAL
WIPRO,Mar 2021,5,3.94,NORMAL
WIPRO,Mar 2022,3,10.73,NORMAL
WIPRO,Mar 2022,5,7.53,NORMAL
WIPRO,Mar 2023,3,5.17,NORMAL
WIPRO,Mar 2023,5,7.27,NORMAL
WIPRO,Mar 2023,10,6.28,NORMAL
WIPRO,Mar 2024,3,0.74,NORMAL
WIPRO,Mar 2024,5,4.26,NORMAL
WIPRO,Mar 2024,10,3.35,NORMAL
ZOMATO,Mar 2021,3,,BOTH_NEGATIVE
ZOMATO,Mar 2022,3,,BOTH_NEGATIVE
ZOMATO,Mar 2023,3,,BOTH_NEGATIVE
ZOMATO,Mar 2023,5,,BOTH_NEGATIVE
ZOMATO,Mar 2024,3,,TURNAROUND
ZOMATO,Mar 2024,5,,TURNAROUND
ZYDUSLIFE,Mar 2016,3,41.72,NORMAL
ZYDUSLIFE,Mar 2017,3,21.97,NORMAL
ZYDUSLIFE,Mar 2018,3,15.07,NORMAL
ZYDUSLIFE,Mar 2018,5,21.27,NORMAL
ZYDUSLIFE,Mar 2019,3,-1.12,DECLINE
ZYDUSLIFE,Mar 2019,5,17.83,NORMAL
ZYDUSLIFE,Mar 2020,3,-7.41,DECLINE
ZYDUSLIFE,Mar 2020,5,0.27,NORMAL
ZYDUSLIFE,Mar 2021,3,6.48,NORMAL
ZYDUSLIFE,Mar 2021,5,2.16,NORMAL
ZYDUSLIFE,Mar 2022,3,34.48,NORMAL
ZYDUSLIFE,Mar 2022,5,24.94,NORMAL
ZYDUSLIFE,Mar 2023,3,20.22,NORMAL
ZYDUSLIFE,Mar 2023,5,2.94,NORMAL
ZYDUSLIFE,Mar 2023,10,11.73,NORMAL
ZYDUSLIFE,Mar 2024,3,22.06,NORMAL
ZYDUSLIFE,Mar 2024,5,15.91,NORMAL
ZYDUSLIFE,Mar 2024,10,16.87,NORMAL
